"GEOID","community"
"060372392012","Los Angeles - Florence-Firestone"
"060372392013","Los Angeles - Harvard Park"
"060372392021","Los Angeles - Florence-Firestone"
"060372392022","Los Angeles - Florence-Firestone"
"060372392023","Los Angeles - Florence-Firestone"
"060372393101","Los Angeles - Harvard Park"
"060372393102","Los Angeles - Florence-Firestone"
"060372393103","Los Angeles - Florence-Firestone"
"060372393201","Los Angeles - Florence-Firestone"
"060372393202","Los Angeles - Florence-Firestone"
"060372393301","Los Angeles - Florence-Firestone"
"060372393302","Los Angeles - Florence-Firestone"
"060372395011","Los Angeles - Florence-Firestone"
"060372395012","Los Angeles - Florence-Firestone"
"060372395013","Los Angeles - Florence-Firestone"
"060372395021","Los Angeles - Florence-Firestone"
"060372395022","Los Angeles - Florence-Firestone"
"060372395023","Los Angeles - Florence-Firestone"
"060372396011","Los Angeles - Florence-Firestone"
"060372396012","Los Angeles - Florence-Firestone"
"060372396021","Los Angeles - Florence-Firestone"
"060372396022","Los Angeles - Florence-Firestone"
"060372397011","Los Angeles - Florence-Firestone"
"060372397012","Los Angeles - Vermont Vista"
"060372397021","Los Angeles - Florence-Firestone"
"060372397022","Los Angeles - Florence-Firestone"
"060372397023","Los Angeles - Florence-Firestone"
"060372397024","Los Angeles - Vermont Vista"
"060372398011","Los Angeles - Florence-Firestone"
"060372398012","Los Angeles - Florence-Firestone"
"060372398013","Los Angeles - Florence-Firestone"
"060372398021","Los Angeles - Florence-Firestone"
"060372398022","Los Angeles - Florence-Firestone"
"060372398023","Los Angeles - Florence-Firestone"
"060372398024","Los Angeles - Florence-Firestone"
"060372400101","Los Angeles - Green Meadows"
"060372400102","Los Angeles - Green Meadows"
"060372400103","Los Angeles - Green Meadows"
"060372400201","Los Angeles - Green Meadows"
"060372400202","Los Angeles - Green Meadows"
"060372400203","Los Angeles - Green Meadows"
"060372402001","Los Angeles - Vermont Vista"
"060372402002","Los Angeles - Vermont Vista"
"060372402003","Los Angeles - Vermont Vista"
"060372403001","Los Angeles - Vermont Vista"
"060372403002","Los Angeles - Vermont Vista"
"060372403003","Los Angeles - Vermont Vista"
"060372403004","Los Angeles - Vermont Vista"
"060372404011","Los Angeles - Vermont Vista"
"060372404012","Los Angeles - Vermont Vista"
"060372404013","Los Angeles - Vermont Vista"
"060372404021","Los Angeles - Vermont Vista"
"060372404022","Los Angeles - Vermont Vista"
"060372404023","Los Angeles - Vermont Vista"
"060372405001","Los Angeles - Vermont Vista"
"060372405002","Los Angeles - Vermont Vista"
"060372405003","Los Angeles - Vermont Vista"
"060372405004","Los Angeles - Vermont Vista"
"060372406001","Los Angeles - Green Meadows"
"060372406002","Los Angeles - Green Meadows"
"060372406003","Los Angeles - Green Meadows"
"060372406004","Los Angeles - Green Meadows"
"060372407001","Los Angeles - Green Meadows"
"060372407002","Los Angeles - Green Meadows"
"060372407003","Los Angeles - Green Meadows"
"060372407004","Los Angeles - Green Meadows"
"060372407005","Los Angeles - Green Meadows"
"060372408001","Los Angeles - Century Palms/Cove"
"060372408002","Los Angeles - Century Palms/Cove"
"060372408003","Los Angeles - Century Palms/Cove"
"060372409001","Los Angeles - Century Palms/Cove"
"060372409002","Los Angeles - Century Palms/Cove"
"060372409003","Los Angeles - Century Palms/Cove"
"060372409004","Los Angeles - Century Palms/Cove"
"060372409005","Los Angeles - Century Palms/Cove"
"060372410011","Los Angeles - Century Palms/Cove"
"060372410012","Los Angeles - Century Palms/Cove"
"060372410013","Los Angeles - Century Palms/Cove"
"060372410021","Los Angeles - Century Palms/Cove"
"060372410022","Los Angeles - Century Palms/Cove"
"060372410023","Los Angeles - Century Palms/Cove"
"060372411101","Los Angeles - Century Palms/Cove"
"060372411102","Los Angeles - Century Palms/Cove"
"060372411201","Los Angeles - Century Palms/Cove"
"060372411202","Los Angeles - Century Palms/Cove"
"060372411203","Los Angeles - Century Palms/Cove"
"060372411204","Los Angeles - Century Palms/Cove"
"060372412011","Los Angeles - Figueroa Park Square"
"060372412012","Los Angeles - Figueroa Park Square"
"060372412013","Los Angeles - Century Palms/Cove"
"060372412021","Los Angeles - Figueroa Park Square"
"060372412022","Los Angeles - Figueroa Park Square"
"060372412023","Los Angeles - Century Palms/Cove"
"060372412024","Los Angeles - Figueroa Park Square"
"060372412025","Los Angeles - Figueroa Park Square"
"060372413001","Los Angeles - Figueroa Park Square"
"060372413002","Los Angeles - Figueroa Park Square"
"060372414001","Los Angeles - Century Palms/Cove"
"060372414002","Los Angeles - Century Palms/Cove"
"060372420001","Los Angeles - Watts"
"060372420002","Los Angeles - Watts"
"060372420003","Los Angeles - Watts"
"060372421001","Los Angeles - Watts"
"060372422001","Los Angeles - Watts"
"060372422002","Los Angeles - Watts"
"060372422003","Los Angeles - Watts"
"060372422004","Los Angeles - Watts"
"060372423001","Los Angeles - Watts"
"060372423002","Los Angeles - Watts"
"060372423003","Los Angeles - Watts"
"060372426001","Los Angeles - Watts"
"060372426002","Los Angeles - Watts"
"060372426003","Los Angeles - Watts"
"060372427001","Los Angeles - Watts"
"060372427002","Los Angeles - Watts"
"060372427003","Los Angeles - Watts"
"060372427004","Los Angeles - Watts"
"060372427005","Los Angeles - Watts"
"060372430001","Los Angeles - Watts"
"060372430002","Los Angeles - Watts"
"060372430003","Los Angeles - Watts"
"060372430004","Los Angeles - Watts"
"060372431001","Los Angeles - Watts"
"060372431002","Los Angeles - Watts"
"060372431003","Los Angeles - Watts"
"060372611011","Los Angeles - Beverly Crest"
"060372611012","Los Angeles - Beverly Crest"
"060372611021","Los Angeles - Beverly Crest"
"060372611022","Los Angeles - Beverly Crest"
"060372612001","Los Angeles - Beverly Crest"
"060372612002","Los Angeles - Beverly Crest"
"060372621001","Los Angeles - Bel Air"
"060372621002","Los Angeles - Bel Air"
"060372621003","Los Angeles - Bel Air"
"060372622001","Los Angeles - Bel Air"
"060372622002","Los Angeles - Bel Air"
"060372623011","Los Angeles - Brentwood"
"060372623021","Los Angeles - Brentwood"
"060372623022","Los Angeles - Brentwood"
"060372623031","Los Angeles - Brentwood"
"060372623032","Los Angeles - Brentwood"
"060372623033","Los Angeles - Brentwood"
"060372624001","Los Angeles - Mandeville Canyon"
"060372624002","Los Angeles - Mandeville Canyon"
"060372625011","Los Angeles - Pacific Palisades"
"060372625012","Los Angeles - Pacific Palisades"
"060372625013","Los Angeles - Pacific Palisades"
"060372626011","Los Angeles - Palisades Highlands"
"060372626041","Los Angeles - Pacific Palisades"
"060372626042","Los Angeles - Pacific Palisades"
"060372626043","Los Angeles - Pacific Palisades"
"060372626044","Los Angeles - Pacific Palisades"
"060372627041","Los Angeles - Pacific Palisades"
"060372627061","Los Angeles - Pacific Palisades"
"060372627062","Los Angeles - Pacific Palisades"
"060372627063","Los Angeles - Pacific Palisades"
"060372628021","Los Angeles - Pacific Palisades"
"060372628022","Los Angeles - Pacific Palisades"
"060372628023","Los Angeles - Pacific Palisades"
"060372640001","Los Angeles - Brentwood"
"060372640002","Los Angeles - Brentwood"
"060372640003","Los Angeles - Brentwood"
"060372641021","Los Angeles - Brentwood"
"060372641031","Los Angeles - Brentwood"
"060372643011","Los Angeles - Brentwood"
"060372643012","Los Angeles - Brentwood"
"060372643013","Los Angeles - Brentwood"
"060372643021","Los Angeles - Brentwood"
"060372643022","Los Angeles - Brentwood"
"060372643023","Los Angeles - Brentwood"
"060372651001","Los Angeles - Westwood"
"060372651002","Los Angeles - Westwood"
"060372652011","Los Angeles - Westwood"
"060372652012","Los Angeles - Westwood"
"060372652021","Los Angeles - Westwood"
"060372652022","Los Angeles - Westwood"
"060372652023","Los Angeles - Westwood"
"060372652024","Los Angeles - Westwood"
"060372653011","Los Angeles - Westwood"
"060372653031","Los Angeles - Westwood"
"060372653032","Los Angeles - Westwood"
"060372653041","Los Angeles - Westwood"
"060372653042","Los Angeles - Westwood"
"060372653051","Los Angeles - Westwood"
"060372654101","Los Angeles - Brentwood"
"060372654102","Los Angeles - Brentwood"
"060372654201","Los Angeles - Westwood"
"060372654202","Los Angeles - Westwood"
"060372655101","Los Angeles - Westwood"
"060372655102","Los Angeles - Westwood"
"060372655201","Los Angeles - Westwood"
"060372655202","Los Angeles - Westwood"
"060372655203","Los Angeles - Westwood"
"060372656011","Los Angeles - Westwood"
"060372656012","Los Angeles - Westwood"
"060372656021","Los Angeles - Westwood"
"060372656022","Los Angeles - Westwood"
"060372657001","Los Angeles - Westwood"
"060372657002","Los Angeles - Westwood"
"060372657003","Los Angeles - Westwood"
"060372671001","Los Angeles - Century City"
"060372671002","Los Angeles - Century City"
"060372671003","Los Angeles - Century City"
"060372671004","Los Angeles - Century City"
"060372672001","Los Angeles - West Los Angeles"
"060372672002","Los Angeles - West Los Angeles"
"060372672003","Los Angeles - West Los Angeles"
"060372673001","Los Angeles - West Los Angeles"
"060372673002","Los Angeles - West Los Angeles"
"060372674021","Los Angeles - West Los Angeles"
"060372674022","Los Angeles - West Los Angeles"
"060372674031","Los Angeles - West Los Angeles"
"060372674032","Los Angeles - West Los Angeles"
"060372674041","Los Angeles - West Los Angeles"
"060372675011","Los Angeles - West Los Angeles"
"060372675012","Los Angeles - West Los Angeles"
"060372675013","Los Angeles - West Los Angeles"
"060372675021","Los Angeles - West Los Angeles"
"060372675022","Los Angeles - West Los Angeles"
"060372676001","Los Angeles - West Los Angeles"
"060372676002","Los Angeles - West Los Angeles"
"060372676003","Los Angeles - West Los Angeles"
"060372677001","Los Angeles - West Los Angeles"
"060372677002","Los Angeles - West Los Angeles"
"060372678001","Los Angeles - Rancho Park"
"060372678002","Los Angeles - Rancho Park"
"060372678003","Los Angeles - Rancho Park"
"060372679011","Los Angeles - Century City"
"060372679012","Los Angeles - Century City"
"060372679021","Los Angeles - Century City"
"060372679022","Los Angeles - Century City"
"060372679023","Los Angeles - Century City"
"060372690001","Los Angeles - Cheviot Hills"
"060372690002","Los Angeles - Cheviot Hills"
"060372690003","Los Angeles - Cheviot Hills"
"060372690004","Los Angeles - Cheviot Hills"
"060372690005","Los Angeles - Cheviot Hills"
"060372691001","Los Angeles - Beverlywood"
"060372691002","Los Angeles - Beverlywood"
"060372691003","Los Angeles - Beverlywood"
"060372691004","Los Angeles - Beverlywood"
"060372693001","Los Angeles - Cheviot Hills"
"060372693002","Los Angeles - Cheviot Hills"
"060372693003","Los Angeles - Cheviot Hills"
"060372693004","Los Angeles - Cheviot Hills"
"060372693005","Los Angeles - Cheviot Hills"
"060372695001","Los Angeles - Beverlywood"
"060372695002","Los Angeles - Beverlywood"
"060372695003","Los Angeles - Beverlywood"
"060372695004","Los Angeles - Beverlywood"
"060372696011","Los Angeles - Cadillac-Corning"
"060372696012","Los Angeles - Cadillac-Corning"
"060372696013","Los Angeles - Cadillac-Corning"
"060372696021","Los Angeles - Cadillac-Corning"
"060372696022","Los Angeles - Cadillac-Corning"
"060372697001","Los Angeles - Reynier Village"
"060372697002","Los Angeles - Reynier Village"
"060372697003","Los Angeles - Reynier Village"
"060372697004","Los Angeles - Reynier Village"
"060372698001","Los Angeles - Beverlywood"
"060372698002","Los Angeles - Beverlywood"
"060372699031","Los Angeles - Palms"
"060372699041","Los Angeles - Palms"
"060372699042","Los Angeles - Palms"
"060372699043","Los Angeles - Palms"
"060372699051","Los Angeles - Palms"
"060372699052","Los Angeles - Palms"
"060372699061","Los Angeles - Palms"
"060372699071","Los Angeles - Palms"
"060372701001","Los Angeles - Palms"
"060372701002","Los Angeles - Palms"
"060372701003","Los Angeles - Palms"
"060372702001","Los Angeles - Faircrest Heights"
"060372702002","Los Angeles - Regent Square"
"060372702003","Los Angeles - Regent Square"
"060372703001","Los Angeles - Faircrest Heights"
"060372703002","Los Angeles - Faircrest Heights"
"060372703003","Los Angeles - Faircrest Heights"
"060372711001","Los Angeles - Rancho Park"
"060372711002","Los Angeles - Rancho Park"
"060372711003","Los Angeles - Rancho Park"
"060372712001","Los Angeles - Mar Vista"
"060372712002","Los Angeles - Mar Vista"
"060372713001","Los Angeles - Mar Vista"
"060372713002","Los Angeles - Mar Vista"
"060372713003","Los Angeles - Mar Vista"
"060372713004","Los Angeles - Mar Vista"
"060372713005","Los Angeles - Mar Vista"
"060372714001","Los Angeles - Mar Vista"
"060372714002","Los Angeles - Mar Vista"
"060372714003","Los Angeles - Mar Vista"
"060372715001","Los Angeles - Mar Vista"
"060372715002","Los Angeles - Mar Vista"
"060372715003","Los Angeles - Mar Vista"
"060372716001","Los Angeles - Mar Vista"
"060372716002","Los Angeles - Mar Vista"
"060372716003","Los Angeles - Mar Vista"
"060372716004","Los Angeles - Palms"
"060372717011","Los Angeles - Palms"
"060372717012","Los Angeles - Palms"
"060372717013","Los Angeles - Palms"
"060372717014","Los Angeles - Palms"
"060372717021","Los Angeles - Palms"
"060372717022","Los Angeles - Rancho Park"
"060372717023","Los Angeles - Palms"
"060372718011","Los Angeles - Palms"
"060372718012","Los Angeles - Palms"
"060372718013","Los Angeles - Palms"
"060372718021","Los Angeles - Palms"
"060372718022","Los Angeles - Palms"
"060372718023","Los Angeles - Palms"
"060372719011","Los Angeles - Palms"
"060372719012","Los Angeles - Mar Vista"
"060372719013","Los Angeles - Mar Vista"
"060372719021","Los Angeles - Mar Vista"
"060372719022","Los Angeles - Mar Vista"
"060372719023","Los Angeles - Mar Vista"
"060372721001","Los Angeles - Mar Vista"
"060372721002","Los Angeles - Mar Vista"
"060372721003","Los Angeles - Mar Vista"
"060372721004","Los Angeles - Mar Vista"
"060372721005","Los Angeles - Mar Vista"
"060372722011","Los Angeles - Mar Vista"
"060372722012","Los Angeles - Mar Vista"
"060372722021","Los Angeles - Mar Vista"
"060372722022","Los Angeles - Mar Vista"
"060372723011","Los Angeles - Mar Vista"
"060372723012","Los Angeles - Mar Vista"
"060372723013","Los Angeles - Mar Vista"
"060372723021","Los Angeles - Mar Vista"
"060372723022","Los Angeles - Mar Vista"
"060372731001","Los Angeles - Venice"
"060372731002","Los Angeles - Venice"
"060372731003","Los Angeles - Venice"
"060372732001","Los Angeles - Venice"
"060372732002","Los Angeles - Venice"
"060372732003","Los Angeles - Venice"
"060372732004","Los Angeles - Venice"
"060372733001","Los Angeles - Venice"
"060372733002","Los Angeles - Venice"
"060372733003","Los Angeles - Venice"
"060372734021","Los Angeles - Venice"
"060372734022","Los Angeles - Venice"
"060372734023","Los Angeles - Venice"
"060372734024","Los Angeles - Venice"
"060372735021","Los Angeles - Venice"
"060372735022","Los Angeles - Venice"
"060372735023","Los Angeles - Venice"
"060372735024","Los Angeles - Venice"
"060372736001","Los Angeles - Venice"
"060372736002","Los Angeles - Venice"
